Text,entities,entity_types,UniNER
"Overhead projectors were introduced into U.S. military training during World War II as early as 1940 and were quickly being taken up by tertiary educators , and within the decade they were being used in corporations .",['Overhead projectors'],['Device'],"defaultdict(<class 'list'>, {'Device': ['[""Overhead projectors""]']})"
It accepts one video input and splits the image into parts corresponding to displays in the video wall .,['video wall'],['Device'],"defaultdict(<class 'list'>, {'Device': ['[""displays"", ""video wall""]']})"
ABC 80 was also manufactured on license as BRG ABC80 by Budapesti Rádiótechnikai Gyár in Hungary .,"['ABC 80', 'ABC80']","['Device', 'Device']","defaultdict(<class 'list'>, {'Device': ['[]']})"
"In 2018 , The Day of Σ was included in the video game compilations Mega Man X Legacy Collection 1 and 2 ; although the full anime was included and remastered in high-definition , the actual game is n't included , making it and Mega Man X : Command Mission the only two 3D entries not included .","['Mega Man X Legacy Collection', 'Mega Man X : Command Mission']","['Device', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]'], 'Device': ['[]']})"
"The Odra 1300 series ( Odra 1304 , Odra 1305 and Odra 1325 ) were a range of 1900 compatible machines built by Elwro in Wrocław , Poland between 1971 and 1978 . By agreement with ICL the Odra machines ran standard ICL software ( executive E6RM , George 3 ) . Second generation "" S3E "" ( microcoded ) versions of the larger New Range systems ( such as the 2960/2966 from West Gorton , and the later 2940/50 from Stevenage ) , could run 1900 series code under DME ( Direct Machine Environment ) as an emulation as well as the New Range instruction set under the newer VME ( Virtual Machine Environment ) . Later CME ( Concurrent Machine Environment ) microcode was developed , which allowed DME and VME to co-exist ( and run ) concurrently on the same platform , similar to the functionality offered by virtualisation software such as VMware today . The FP6000 ran under the control of operators executive , a simple operating system that allowed the operator using the system console to load programs from magnetic tape , cards or paper tape , allocate peripherals to programs and attribute priorities to running programs .","['Odra', 'Odra', 'Odra', 'Odra', 'Odra', 'George 3', 'microcoded', 'New Range', 'Direct Machine Environment', 'emulation', 'New Range', 'VME', 'microcode', 'VME', 'virtualisation', 'cards']","['Device', 'Device', 'Device', 'Device', 'Device', 'General_Concept', 'Device', 'Device', 'Operating_System', 'Application', 'Device', 'General_Concept', 'Device', 'General_Concept', 'General_Concept', 'Architecture']","defaultdict(<class 'list'>, {'Operating_System': ['[""operators executive""]'], 'Device': ['[]'], 'Application': ['[]'], 'Architecture': ['[]'], 'General_Concept': ['[]']})"
"The Sydney Morning Herald gave the PS2 version one star out of five , saying , "" Those with a sadistic streak will enjoy hurling cars , gobbling victims and belching .",['PS2'],['Device'],"defaultdict(<class 'list'>, {'Device': ['[]']})"
Version 3.1 is the last version of Ami Pro released ( all versions were 16 bit ) .,"['Ami Pro', '16 bit']","['Operating_System', 'Device']","defaultdict(<class 'list'>, {'Operating_System': ['[]'], 'Device': ['[]']})"
It uses the Matchbox window manager and the GTK-based Hildon framework as its GUI and application framework .,"['Matchbox', 'window manager', 'Hildon', 'GUI', 'application framework']","['Device', 'Application', 'Language', 'Application', 'Application']","defaultdict(<class 'list'>, {'Language': ['[]'], 'Application': ['[""Matchbox window manager"", ""GTK-based Hildon framework""]'], 'Device': ['[]']})"
"One of the only major users of the ARM for performance-related products at that time was Apple , whose Newton device was based on the ARM platform .",['Newton'],['Device'],"defaultdict(<class 'list'>, {'Device': ['[""Newton""]']})"
"Other examples of SPC-based third-generation switching systems include the British GPO TXE ( various manufacturers ) , Metaconta 11 ( ITT Europe ) , and the AKE , ARE .","['switching systems', 'TXE']","['Device', 'Device']","defaultdict(<class 'list'>, {'Device': ['[]']})"
"By shoe-horning variety into the game it loses its focus , which combined with silly game design decisions — the dogfights really should 've been left on the drawing board — and a handful of game-breaking bugs — Tintin crashed on more than one occasion during it 's hard to recommend this to anyone other than diehard fans of both the comics and the movie "" .",['dogfights'],['Device'],"defaultdict(<class 'list'>, {'Device': ['[]']})"
"Costing between and million to install , each system included overhead projectors which displayed airborne targets behind a mountainous or forest landscape , and a mechanism that consisted of reflections which detected whether or not the "" laser shot "" hit the flying target on the projector .",['overhead projectors'],['Device'],"defaultdict(<class 'list'>, {'Device': ['[""overhead projectors"", ""mechanism"", ""projector""]']})"
"A 60-bit word can contain any combination of 15-bit and 30-bit instructions that fit within the word , but a 30-bit instruction can not wrap to the next word .",['60-bit'],['Device'],"defaultdict(<class 'list'>, {'Device': ['[]']})"
"The Dell Inspiron 518 supports Intel Core 2 Quad , Intel Core 2 Duo , Intel Pentium Dual-Core and Intel Celeron processors .","['Intel Pentium Dual-Core', 'Intel Celeron processors']","['Device', 'Device']","defaultdict(<class 'list'>, {'Device': ['[]']})"
"All models featured Intel Kaby Lake dual - and quad-core processors , AMD and Nvidia professional graphics , up to 64GB of RAM , and Thunderbolt 3 .","['Intel Kaby Lake', 'Thunderbolt']","['Device', 'Protocol']","defaultdict(<class 'list'>, {'Protocol': ['[""Thunderbolt 3""]'], 'Device': ['[]']})"
"It was discontinued with no direct replacement ; while the 630 's form factor was retained with the Power Macintosh 6200 introduced a few months earlier , but with an entry price of $ 2,300 it cost nearly twice as much .",['Power Macintosh 6200'],['Device'],"defaultdict(<class 'list'>, {'Device': ['[]']})"
The 2019 Mac Pro returns to a tower form factor and features a prominent lattice pattern on its front and rear .,"['Mac Pro', 'tower']","['Device', 'General_Concept']","defaultdict(<class 'list'>, {'General_Concept': ['[]'], 'Device': ['[]']})"
"Initially , Titan used Jaguar 's 10PB of Lustre storage with a transfer speed of 240GB/s , but in April 2013 , the storage was upgraded to 40PB with a transfer rate of 1.4TB/s .","['Titan', 'Jaguar', 'Lustre']","['Device', 'Device', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]'], 'Device': ['[]']})"
"Eternal Poison , released in Japan as , is a turn-based tactical role-playing game developed mainly by Flight-Plan , published and produced by Banpresto for the PlayStation 2 .","['Eternal Poison', 'PlayStation 2']","['Application', 'Device']","defaultdict(<class 'list'>, {'Application': ['[]'], 'Device': ['[]']})"
"Instead of the login program , getty may also be set up by the system administrator to run any other program , for example pppd ( point-to-point protocol daemon ) to provide a dial-up Internet connection .","['login', 'getty', 'system administrator', 'point-to-point protocol', 'daemon']","['General_Concept', 'Device', 'Application', 'Protocol', 'Operating_System']","defaultdict(<class 'list'>, {'Protocol': ['[""point-to-point protocol""]'], 'Operating_System': ['[]'], 'Device': ['[]'], 'Application': ['[""login program"", ""getty"", ""program"", ""pppd""]'], 'General_Concept': ['[]']})"
"The "" B "" and "" T "" registers were provided because the Cray-1 did not have a data cache .","['Cray-1', 'data', 'cache']","['Device', 'General_Concept', 'General_Concept']","defaultdict(<class 'list'>, {'General_Concept': ['[]'], 'Device': ['[]']})"
Flintlock : The Siege of Dawn is an upcoming action role-playing video game developed by A44 Games and published by Kepler Interactive .,"['Flintlock : The Siege of Dawn', 'action role-playing video game']","['Device', 'Application']","defaultdict(<class 'list'>, {'Application': ['[]'], 'Device': ['[]']})"
"3D via HDMI standard on PS3 Dirt : Showdown Windows 2012 Test Drive Unlimited 2 ( stereoscopic DLC ) Xbox 360 , PS3 , Windows2011Xbox 360 and PS3 : Only with DLC , 3D via HDMI standard , Windows : NVIDIA 3DVision Silent Hill : Downpour PS3 2012 3D via HDMI standard Max Payne 3 Windows , Xbox 360 , PS3 2012 NVIDIA 3DVision Sleeping Dogs Windows , Xbox 360 , PS3 2012 NVIDIA 3DVision Doom 3 BFG Edition Linux , Windows , PS3 , Xbox 360 2012 side-by-side , interleaved , NVIDIA 3DVision Hitman : Absolution Windows , PS3 2012native AMD HD3D support Crysis 3 Windows , PS3 , Xbox 360 2013side-by-side , interlaced , NVIDIA 3DVision Tomb Raider Windows , PS3 , Xbox 360 2013 native AMD HD3D support , NVIDIA 3DVisionTrine 2Linux , Windows , MacOS , PS3 , PS4 , Xbox 360 , Wii U2013side-by-side , top-bottom , line-interlace , DLP-checkerboard , NVIDIA 3DVision , AMDHD3D , iZ3D Daylight Windows , PS4 2014 The Pinball Arcade PS3 2014 Patch for stereoscopic 3D support released for PlayStation 3 in 2014 Elite Dangerous Windows , OS X , Xbox One 2015side-by-side , Anaglyph mode Xonotic Linux , Windows , Mac 2015 Anaglyph mode , LCD Shutter Glasses , side-by-side , Head-mounted display , polarized stereo LCDs , if supported by drivers .","['3D via HDMI standard', 'PS3', 'Dirt : Showdown', 'Windows', 'Test Drive Unlimited 2', 'stereoscopic', 'Xbox 360', 'PS3', '360', 'PS3', '3D via HDMI standard', 'Windows', 'NVIDIA 3DVision', 'Silent Hill : Downpour', 'PS3', '3D via HDMI standard', 'Max Payne 3', 'Windows', 'Xbox 360', 'PS3', 'NVIDIA 3DVision', 'Sleeping Dogs', 'Windows', 'Xbox 360', 'PS3', 'NVIDIA 3DVision', 'Doom 3 BFG Edition', 'Linux', 'Windows', 'PS3', 'Xbox 360', 'side-by-side', 'interleaved', 'NVIDIA 3DVision', 'Hitman : Absolution', 'Windows', 'PS3', 'AMD HD3D', 'Crysis 3', 'Windows', 'PS3', 'Xbox 360', 'NVIDIA 3DVision', 'Tomb Raider', 'Windows', 'PS3', 'Xbox 360', 'AMD HD3D', 'Windows', 'MacOS', 'PS3', 'PS4', 'Xbox 360', 'Wii', 'top-bottom', 'line-interlace', 'DLP-checkerboard', 'NVIDIA 3DVision', 'AMDHD3D', 'Daylight', 'Windows', 'PS4', 'The Pinball Arcade', 'PS3', 'stereoscopic 3D', 'PlayStation 3', 'Elite Dangerous', 'Windows', 'OS X', 'Xbox One', 'Anaglyph mode', 'Xonotic', 'Linux', 'Windows', 'Mac', 'Anaglyph mode', 'LCD Shutter Glasses', 'side-by-side', 'Head-mounted display']","['Protocol', 'Operating_System', 'Application', 'Application', 'Application', 'Algorithm', 'Operating_System', 'Operating_System', 'Operating_System', 'Operating_System', 'Protocol', 'Application', 'Algorithm', 'Application', 'Operating_System', 'Protocol', 'Application', 'Application', 'Operating_System', 'Operating_System', 'Algorithm', 'Application', 'Application', 'Operating_System', 'Operating_System', 'Algorithm', 'Application', 'Application', 'Application', 'Operating_System', 'Operating_System', 'Algorithm', 'Algorithm', 'Algorithm', 'Application', 'Application', 'Operating_System', 'Algorithm', 'Application', 'Application', 'Operating_System', 'Operating_System', 'Algorithm', 'Application', 'Application', 'Operating_System', 'Operating_System', 'Algorithm', 'Application', 'Operating_System', 'Operating_System', 'Operating_System', 'Operating_System', 'Operating_System', 'Algorithm', 'Algorithm', 'Algorithm', 'Algorithm', 'Algorithm', 'Application', 'Application', 'Operating_System', 'Application', 'Operating_System', 'Algorithm', 'Operating_System', 'Protocol', 'Application', 'Operating_System', 'Device', 'Algorithm', 'Application', 'Application', 'Application', 'Device', 'Algorithm', 'Algorithm', 'Algorithm', 'General_Concept']","defaultdict(<class 'list'>, {'Protocol': ['[]'], 'Operating_System': ['[""Windows2011"", ""Windows"", ""Linux"", ""MacOS"", ""OS X""]'], 'Device': ['[""PS3"", ""Xbox 360"", ""Windows2011"", ""PS3"", ""Xbox 360"", ""Windows"", ""Linux"", ""MacOS"", ""PS4"", ""Wii U"", ""PlayStation 3"", ""Xbox One""]'], 'Application': ['[]'], 'Algorithm': ['[]'], 'General_Concept': ['[]']})"
"An Extended Cut edition for PlayStation 3 , compatible with the PlayStation Move accessory , was released in 2011 .","['PlayStation 3', 'PlayStation Move']","['Operating_System', 'Device']","defaultdict(<class 'list'>, {'Operating_System': ['[]'], 'Device': ['[]']})"
"Announced in May 2014 , Lenovo ThinkPad 10 is a successor to the ThinkPad Tablet 2 and was scheduled to launch in the summer of 2014 along with accessories such as a docking station and external detachable magnetic keyboards .","['Lenovo ThinkPad', 'ThinkPad Tablet 2', 'keyboards']","['Operating_System', 'Device', 'Device']","defaultdict(<class 'list'>, {'Operating_System': ['[]'], 'Device': ['[""Lenovo ThinkPad 10"", ""ThinkPad Tablet 2""]']})"
